Customer_ID,Age,Gender,Occupation,Income_Bracket,Family_Size,Marital_Status,Education_Level,Region,Monthly_Revenue,CLTV,Avg_Monthly_Data_Usage_GB,Avg_Call_Duration_Minutes,Monthly_Transactions,Churn_Status,Subscription_Type,Retention_Offers_Availed,Feedback_Score,Preferred_Product_Type,Peak_Usage_Time,Last_Interaction_Days,Number_of_Complaints,Payment_Method,Bill_Payment_Timeliness,Outstanding_Balance,Loyalty_Points,Campaign_Responses,Social_Media_Activity,Network_Complaints,Service_Downtime_Impact
CUST_00011,20,Female,Retired,>$100K,1,Married,PhD,North,418.88542216956995,8036.736215515116,163.71772651883782,42.81284045016228,41,Yes,Postpaid,4,6,Data-Only Plan,Morning,234,6,Debit Card,Late by <5 Days,462.5714776728628,745,1,High,4,Low
CUST_00012,34,Female,Unemployed,<$50K,4,Single,High School,East,832.9327459614658,10724.880984744179,166.57536323199696,22.013460632247785,15,No,Postpaid,1,7,Voice-Data Plan,Afternoon,221,8,Credit Card,Late by <5 Days,360.503842026072,755,3,High,5,Low
CUST_00013,53,Female,Student,$50K–$100K,1,Divorced,High School,North,93.99873498361286,2871.977758836527,19.116639223735916,54.64525227005824,7,No,Prepaid,1,4,Data-Only Plan,Morning,217,4,UPI,Late by >5 Days,350.33699323017225,790,6,Low,8,Medium
CUST_00014,20,Male,Retired,<$50K,1,Divorced,PhD,East,880.1094983290952,15871.7768322842,155.56413474651714,25.385110599182347,46,No,Corporate Plan,1,5,Voice Plan,Morning,31,3,Debit Card,Late by <5 Days,324.39059047069566,124,1,Low,3,High
CUST_00015,44,Female,Student,$50K–$100K,5,Single,Masters,East,238.60314558503921,13921.241903762104,20.93935861879445,23.365426778124252,23,No,Corporate Plan,0,7,Voice-Data Plan,Morning,248,0,UPI,Late by >5 Days,107.56803494260953,283,6,Moderate,4,High
CUST_00016,45,Male,Student,<$50K,2,Married,High School,East,342.7220230203019,16262.266352281045,14.008143818252801,17.716677361422317,6,Yes,Postpaid,1,5,Data-Only Plan,Night,67,1,Net Banking,Late by >5 Days,201.92159418114446,300,8,Low,6,High
CUST_00017,33,Female,Student,>$100K,3,Married,Bachelors,East,353.91920686276325,4161.228144346765,184.56186286503004,12.634749029047363,45,No,Family Plan,3,3,Data-Only Plan,Evening,38,7,UPI,Late by <5 Days,144.95009779177005,875,9,Moderate,0,Low
CUST_00018,19,Female,Professional,$50K–$100K,2,Divorced,High School,West,623.5157421233129,5561.0322068802425,79.18092744100701,20.320101440615886,17,No,Corporate Plan,4,1,Voice-Data Plan,Morning,56,2,Credit Card,Late by <5 Days,338.67859792185476,963,8,Moderate,2,High
CUST_00019,36,Female,Unemployed,<$50K,4,Married,Masters,East,721.6986785142137,12907.706124160579,94.83298217634038,33.1429256857175,15,No,Family Plan,3,1,Voice-Data Plan,Morning,35,4,Credit Card,Late by >5 Days,431.0154584405514,702,4,High,3,Low
CUST_00020,41,Male,Student,<$50K,5,Single,High School,South,793.9993350015875,3502.9455409688326,117.65074166273483,2.8634359509242575,11,Yes,Corporate Plan,3,4,Voice-Data Plan,Morning,81,5,Debit Card,Late by >5 Days,158.40370745568495,34,0,Moderate,4,Medium
CUST_00021,32,Male,Professional,<$50K,2,Single,Bachelors,East,495.7081007401982,2945.865509982108,124.34805370446485,46.911825904888325,4,No,Family Plan,3,9,Voice-Data Plan,Evening,98,7,UPI,Late by >5 Days,283.8281123327125,358,6,Low,5,Low
CUST_00022,62,Female,Unemployed,$50K–$100K,4,Married,Bachelors,North,927.3671092916778,18879.386959859254,120.99932769696419,58.72242112938739,32,No,Family Plan,1,1,Voice Plan,Morning,312,4,Net Banking,On Time,63.37409610485223,672,6,Moderate,4,Medium
CUST_00023,18,Male,Retired,>$100K,5,Divorced,PhD,West,169.6333289194934,19869.655055711162,170.91242342096447,26.328087331460818,43,Yes,Corporate Plan,2,7,Voice-Data Plan,Afternoon,105,3,Debit Card,Late by >5 Days,22.412643163438773,908,1,Low,9,Medium
CUST_00024,33,Male,Professional,<$50K,1,Divorced,PhD,South,767.3816675072592,7222.656856871064,55.482440856372094,54.116292590812634,12,No,Postpaid,0,3,Data-Only Plan,Morning,280,5,UPI,Late by >5 Days,260.4602943281892,349,7,Low,2,Medium
CUST_00025,25,Female,Retired,>$100K,5,Single,Masters,South,995.2827107475213,14569.623668989181,59.657220906509025,5.292805304185706,9,Yes,Family Plan,4,3,Data-Only Plan,Afternoon,105,4,Net Banking,Late by <5 Days,416.2949795801038,370,0,Moderate,7,Medium
CUST_00026,53,Female,Professional,$50K–$100K,5,Married,High School,East,142.92735320381476,15636.804615076313,9.438132834515834,8.455721170579585,14,No,Prepaid,0,10,Data-Only Plan,Morning,31,4,Net Banking,Late by >5 Days,289.8439054924789,578,9,Low,9,Low
CUST_00027,60,Female,Professional,<$50K,1,Married,PhD,South,82.9125110609431,1048.668251991042,83.24348537575032,28.528585874382678,11,No,Corporate Plan,1,10,Data-Only Plan,Evening,208,2,Debit Card,On Time,305.5911559228078,187,0,Moderate,9,Medium
CUST_00028,32,Female,Retired,$50K–$100K,4,Married,Bachelors,East,745.7005000314557,6381.167166848029,74.23850207433462,58.4180678869079,24,No,Corporate Plan,4,10,Data-Only Plan,Morning,290,3,Net Banking,Late by >5 Days,280.1095519444571,564,5,High,4,Medium
CUST_00029,34,Female,Student,$50K–$100K,1,Married,High School,East,426.6279638853072,6890.735501927752,14.813009366000939,27.44871559115808,26,Yes,Prepaid,1,1,Data-Only Plan,Night,197,3,Credit Card,Late by >5 Days,294.66583222938954,850,2,High,1,Medium
CUST_00030,36,Female,Student,<$50K,4,Divorced,High School,South,778.9057589028772,18371.73075615967,182.1509074081881,59.14321770304411,45,No,Family Plan,4,9,Voice Plan,Morning,240,0,Net Banking,On Time,417.49236984680573,495,0,Low,8,Low
CUST_00031,41,Female,Student,>$100K,1,Married,High School,East,373.7343565976573,17384.170694683016,10.709289691643342,47.433200487430355,41,No,Corporate Plan,0,1,Voice Plan,Morning,20,0,Debit Card,Late by <5 Days,175.97274331441875,683,6,Low,5,Low
CUST_00032,27,Male,Retired,>$100K,5,Married,Bachelors,North,770.7431139510793,19652.03642808724,117.94901470773365,58.172489476745056,42,No,Prepaid,4,2,Voice Plan,Evening,169,6,Credit Card,On Time,172.47376884776466,124,9,High,1,Medium
CUST_00033,46,Female,Retired,>$100K,3,Married,Bachelors,North,481.7950950806914,13114.659008118613,74.79260700875167,5.880837963282428,47,No,Prepaid,3,5,Voice Plan,Evening,215,9,Debit Card,On Time,199.03292752758406,705,9,Moderate,8,High
CUST_00034,50,Female,Student,<$50K,4,Single,Bachelors,South,415.09274194094405,19523.346905732426,25.12013206928337,5.885771737019951,8,No,Prepaid,4,6,Voice-Data Plan,Evening,347,6,Credit Card,On Time,431.8297931923036,447,7,High,9,Medium
CUST_00035,35,Male,Unemployed,>$100K,1,Divorced,High School,South,871.3388827792123,13518.804013142813,141.3554019758656,5.2495388968919015,29,Yes,Prepaid,1,7,Data-Only Plan,Night,210,1,UPI,Late by <5 Days,19.67202929421652,218,3,Moderate,3,Medium
CUST_00036,18,Male,Retired,$50K–$100K,1,Married,PhD,North,827.1394585372208,14195.88986580201,75.30679641010138,33.73923118283648,6,Yes,Family Plan,2,1,Voice-Data Plan,Afternoon,348,3,Credit Card,Late by >5 Days,112.32424802767721,355,7,Low,9,High
CUST_00037,23,Male,Unemployed,$50K–$100K,2,Divorced,High School,East,375.5321205157443,8327.932873953141,12.375526041188783,36.035771341943324,23,No,Postpaid,2,3,Voice Plan,Morning,197,8,Credit Card,Late by <5 Days,140.97381082865817,735,3,High,6,Medium
CUST_00038,54,Male,Unemployed,<$50K,5,Married,Masters,East,360.50980389683855,1299.4809672229985,111.85830076707984,53.74819591162438,15,No,Corporate Plan,3,7,Voice-Data Plan,Evening,240,6,UPI,Late by <5 Days,262.223182004823,837,4,Low,1,Medium
CUST_00039,18,Male,Retired,<$50K,5,Single,Masters,East,623.6990250542653,2913.0691367794866,15.978642169613757,9.688938798897134,43,No,Prepaid,1,9,Voice Plan,Afternoon,64,4,Debit Card,Late by >5 Days,33.38089393716409,426,1,Low,9,Low
CUST_00040,50,Male,Unemployed,<$50K,4,Single,High School,East,308.32183067012517,18377.54324083628,72.8374795282751,38.8451666309033,13,Yes,Prepaid,4,3,Voice-Data Plan,Afternoon,38,1,UPI,Late by <5 Days,427.3444197718725,656,4,Low,9,Low
CUST_00041,62,Female,Unemployed,<$50K,4,Divorced,High School,South,747.4012199930206,10496.483547496047,32.84829815064715,5.578073368361639,5,No,Prepaid,2,2,Voice Plan,Afternoon,173,6,Net Banking,On Time,91.8844290495136,55,1,Low,5,Low
CUST_00042,43,Male,Unemployed,$50K–$100K,5,Married,Bachelors,West,648.127845376444,18559.581028229823,131.19910212292422,25.705829833036397,14,No,Postpaid,0,10,Data-Only Plan,Afternoon,272,7,Net Banking,Late by >5 Days,374.9847213672462,510,2,Low,2,High
CUST_00043,37,Male,Unemployed,$50K–$100K,4,Single,High School,North,996.5602224470623,7904.114047570076,110.79705672865343,53.87935195415188,34,No,Postpaid,2,3,Voice-Data Plan,Night,139,5,Credit Card,Late by >5 Days,105.6713729275951,512,4,High,1,High
CUST_00044,54,Male,Unemployed,<$50K,2,Divorced,High School,South,956.6196472937858,8888.295732557339,5.998562035841185,26.15871879496926,12,No,Family Plan,3,9,Voice Plan,Evening,49,8,Net Banking,On Time,126.06858294237772,326,3,Low,3,High
CUST_00045,53,Female,Unemployed,$50K–$100K,1,Single,Bachelors,South,498.1695989598254,10390.016917911204,127.90995981180177,42.3503211683605,42,Yes,Family Plan,2,4,Data-Only Plan,Afternoon,178,3,Debit Card,On Time,184.61349452092603,356,5,Low,1,Low
CUST_00046,48,Male,Professional,<$50K,4,Divorced,Masters,South,848.2682236850976,8731.250355842854,8.653128252735286,9.819694880730715,45,No,Postpaid,1,10,Voice Plan,Afternoon,193,5,Net Banking,Late by <5 Days,84.27197146876297,137,8,Moderate,3,Medium
CUST_00047,42,Female,Professional,<$50K,3,Married,High School,East,176.60707325276846,16285.389630097294,94.99127911208058,54.033354668076726,31,Yes,Prepaid,2,4,Voice Plan,Afternoon,216,4,Debit Card,Late by <5 Days,80.95006018183793,457,0,High,3,Low
CUST_00048,20,Female,Retired,>$100K,2,Married,Masters,West,483.62876748413925,12638.5569613016,73.86806486352381,12.827032212488236,18,Yes,Corporate Plan,0,10,Data-Only Plan,Night,226,4,Credit Card,Late by <5 Days,13.448695485794914,318,7,Moderate,4,Low
CUST_00049,27,Male,Professional,<$50K,3,Divorced,High School,East,323.3724081497403,6077.8550205725505,172.296334456311,28.2549415402282,41,No,Corporate Plan,4,9,Voice-Data Plan,Afternoon,145,3,Net Banking,On Time,478.8308520585967,355,6,High,3,High
CUST_00050,31,Female,Professional,<$50K,4,Married,Bachelors,North,540.5081951699185,13177.430371405286,52.09930419706809,45.24864089445949,23,No,Prepaid,2,2,Voice-Data Plan,Morning,142,1,UPI,Late by >5 Days,237.61560333564051,369,4,Moderate,0,High
CUST_00051,36,Female,Student,>$100K,3,Single,High School,North,467.0894450071957,4395.61823295833,175.74524395223585,44.50223625038446,34,No,Family Plan,2,9,Data-Only Plan,Afternoon,305,6,Net Banking,Late by <5 Days,460.2326296494627,19,7,Moderate,2,High
CUST_00052,33,Female,Retired,$50K–$100K,1,Married,PhD,East,316.9627239288173,3545.1862630473747,14.38304545283134,16.81751744557259,30,No,Corporate Plan,3,7,Voice-Data Plan,Morning,310,6,Debit Card,Late by >5 Days,284.7201070057795,522,2,High,0,Medium
CUST_00053,39,Female,Student,>$100K,5,Married,High School,East,666.4402070165489,15281.920322375256,59.89432638354392,32.633964009246924,9,No,Corporate Plan,2,1,Voice-Data Plan,Afternoon,202,7,Credit Card,Late by >5 Days,414.4027615271435,562,8,Moderate,0,Medium
CUST_00054,21,Female,Retired,<$50K,2,Married,Masters,North,250.40407372703,3234.5744137463935,107.94769815121444,47.03532602202862,8,No,Family Plan,3,6,Voice-Data Plan,Evening,291,5,Net Banking,Late by <5 Days,470.907448642079,270,3,Low,4,High
CUST_00055,52,Male,Professional,$50K–$100K,4,Single,PhD,South,760.4348791848693,16367.32049910954,151.76398702317763,37.35648042612434,35,No,Family Plan,4,10,Voice Plan,Morning,351,0,Net Banking,Late by >5 Days,182.20072332008053,530,5,High,9,Medium
CUST_00056,41,Male,Professional,$50K–$100K,3,Divorced,PhD,South,986.872389848706,10355.164006544632,140.87294064513193,57.358746606815096,12,Yes,Corporate Plan,0,8,Voice Plan,Night,221,6,Net Banking,Late by <5 Days,214.58924831379005,373,4,Moderate,0,Medium
CUST_00057,45,Female,Professional,$50K–$100K,3,Single,High School,South,867.9568475774607,15806.20871376011,37.483219888718864,13.955557804459303,7,Yes,Corporate Plan,3,9,Data-Only Plan,Evening,140,2,UPI,Late by <5 Days,391.86985773768475,92,8,High,1,Medium
CUST_00058,43,Female,Professional,<$50K,4,Single,High School,South,816.1747519346695,12684.782633867315,195.87098822537803,37.20465329034167,3,No,Family Plan,0,4,Voice-Data Plan,Afternoon,176,6,Credit Card,Late by <5 Days,392.84430246269085,345,9,High,4,Low
CUST_00059,55,Male,Professional,<$50K,3,Married,High School,North,939.2545511982456,6289.758837927107,66.81365293473849,34.97571731931026,20,No,Postpaid,2,5,Voice Plan,Afternoon,286,4,Credit Card,On Time,446.26159116213705,7,4,Moderate,1,Low
CUST_00060,56,Female,Unemployed,<$50K,2,Divorced,Masters,East,167.51018121730857,6733.1526055594395,4.502224931291612,8.836867423670324,18,No,Family Plan,4,1,Voice Plan,Afternoon,307,6,Credit Card,Late by <5 Days,485.81982420987623,906,8,Low,3,Low
CUST_00061,28,Male,Student,$50K–$100K,5,Divorced,High School,East,637.0474538494993,1251.8319164516251,37.089542771998445,38.34623532884614,23,Yes,Prepaid,0,9,Data-Only Plan,Night,226,1,Debit Card,Late by >5 Days,220.7925583657932,18,3,Low,3,Medium
CUST_00062,60,Male,Student,<$50K,3,Single,Masters,West,764.3771070931145,1211.2270792964127,117.62124064677303,45.70978039511595,49,No,Corporate Plan,4,9,Data-Only Plan,Morning,82,3,UPI,Late by >5 Days,377.79198506845125,363,8,High,0,Medium
CUST_00063,58,Male,Retired,<$50K,3,Married,Bachelors,South,78.91404376497648,10766.009200501047,28.36424760297985,57.52438653118242,14,No,Family Plan,4,10,Data-Only Plan,Night,88,1,Net Banking,Late by <5 Days,340.1816398912139,448,1,Low,4,High
CUST_00064,42,Male,Student,<$50K,5,Single,PhD,North,161.6646552974318,10545.728195633079,174.8847178333481,59.26700223039616,49,No,Prepaid,0,2,Voice Plan,Night,247,0,Net Banking,On Time,220.5696623674126,601,1,High,7,Medium
CUST_00065,57,Female,Professional,<$50K,1,Single,Bachelors,East,602.9352699573275,16095.144510723487,143.34125296914902,25.884028185967818,35,No,Prepaid,4,10,Voice Plan,Morning,35,5,Credit Card,Late by <5 Days,462.877186986445,64,8,Low,8,Low
CUST_00066,30,Male,Professional,$50K–$100K,3,Single,PhD,South,168.83183274265753,8534.875037548174,101.21759754477486,18.099439557255774,5,No,Prepaid,3,7,Data-Only Plan,Evening,201,7,Credit Card,On Time,390.81251977077807,35,1,Low,4,High
CUST_00067,44,Female,Professional,<$50K,1,Single,Masters,East,55.79270937958452,13400.845226291049,175.32961797400318,18.588523201465577,14,No,Family Plan,4,8,Data-Only Plan,Evening,263,7,Net Banking,On Time,468.81216980782136,313,8,High,7,Low
CUST_00068,29,Male,Student,>$100K,4,Married,Bachelors,East,212.60503715136653,8949.60133543874,179.8034146840973,48.4957196012902,17,No,Corporate Plan,4,2,Data-Only Plan,Night,103,4,Credit Card,Late by >5 Days,279.16111008163307,858,5,High,8,High
CUST_00069,60,Male,Unemployed,<$50K,1,Married,Bachelors,South,594.0791040481695,13839.722259040496,60.12952970003409,16.51612470554025,17,No,Prepaid,2,5,Data-Only Plan,Night,350,5,UPI,On Time,109.9713474214985,58,7,Moderate,5,Medium
CUST_00070,31,Male,Unemployed,>$100K,1,Divorced,High School,West,878.7984966781376,14784.548828024233,59.28307318574977,10.773326968338676,27,Yes,Family Plan,1,2,Data-Only Plan,Afternoon,335,9,UPI,On Time,490.9961967254472,282,6,High,9,High
CUST_00071,35,Female,Unemployed,<$50K,1,Divorced,High School,South,276.3372207275361,4630.77604976689,174.72755705875667,6.006211299905941,30,No,Family Plan,2,4,Voice Plan,Morning,234,8,Credit Card,Late by <5 Days,24.55360327943662,882,2,Moderate,4,Medium
CUST_00072,63,Male,Retired,<$50K,2,Single,PhD,East,296.7442771206462,14384.07207985948,146.36966727603982,27.07731249515556,45,No,Corporate Plan,0,5,Voice-Data Plan,Afternoon,338,4,UPI,Late by >5 Days,123.04678922079998,854,8,High,0,High
CUST_00073,29,Female,Student,$50K–$100K,4,Married,High School,West,539.3332808697523,3320.4978089403107,113.88031504703406,52.18363537382548,38,Yes,Corporate Plan,4,2,Voice-Data Plan,Night,354,5,Net Banking,On Time,28.67139251461648,461,2,Low,1,High
CUST_00074,32,Female,Unemployed,<$50K,1,Single,Bachelors,South,376.5961168447383,4536.9545475331015,188.06618053680023,43.80168636673829,28,No,Corporate Plan,1,3,Data-Only Plan,Afternoon,219,6,UPI,Late by <5 Days,361.3209052342406,466,3,Low,6,High
CUST_00075,24,Male,Retired,<$50K,1,Married,Masters,West,766.5200093198441,2242.351861671512,32.97169813986736,9.101643260731649,23,Yes,Prepaid,2,7,Voice-Data Plan,Morning,175,8,Debit Card,Late by <5 Days,47.07190761973706,645,6,High,8,Medium
CUST_00076,56,Female,Retired,<$50K,1,Single,Bachelors,East,148.35971410039662,14730.816713707352,127.65502016783198,9.350815006525075,21,No,Corporate Plan,0,4,Data-Only Plan,Morning,92,9,UPI,Late by <5 Days,37.83867331731561,646,1,Low,8,High
CUST_00077,54,Male,Retired,<$50K,2,Married,PhD,South,718.6464565220352,7244.595681723076,97.61682421672455,54.175607254922625,10,No,Postpaid,0,9,Voice Plan,Afternoon,127,5,Net Banking,Late by >5 Days,499.3465751650363,20,7,Moderate,5,High
CUST_00078,23,Female,Unemployed,<$50K,3,Single,Bachelors,South,905.3276622230683,13885.213017713691,177.45043024382127,41.14100166675212,21,No,Family Plan,0,2,Voice-Data Plan,Morning,156,3,Debit Card,On Time,214.9451065506739,962,7,Low,0,Medium
CUST_00079,55,Female,Retired,$50K–$100K,2,Married,High School,East,676.4809680918205,19370.38895705833,74.35383887720756,58.89708276007117,38,No,Prepaid,2,7,Data-Only Plan,Morning,264,1,Debit Card,Late by >5 Days,385.2814187321525,30,9,Low,4,Low
CUST_00080,54,Male,Professional,<$50K,1,Married,High School,South,528.5227554393598,5776.257056058306,109.05557004320735,22.249413481404947,2,No,Prepaid,2,1,Data-Only Plan,Night,201,5,Net Banking,Late by <5 Days,312.9836137151558,8,4,Low,8,Medium
CUST_00081,32,Male,Professional,$50K–$100K,2,Married,Masters,West,57.548503087790905,12367.729468519194,141.31884088129786,38.54465706018095,38,No,Prepaid,1,10,Voice-Data Plan,Afternoon,39,7,UPI,Late by <5 Days,372.08398961717995,877,1,High,9,Low
CUST_00082,53,Male,Professional,<$50K,5,Divorced,High School,East,655.3802948398923,16922.585246993163,27.73762320166133,26.450046917834904,45,No,Family Plan,2,5,Voice Plan,Evening,334,4,Net Banking,Late by <5 Days,414.5423597129517,964,6,Moderate,7,Low
CUST_00083,37,Female,Retired,$50K–$100K,1,Married,Masters,East,115.50339038465945,3967.5179810456384,6.865342040177227,32.01966846563611,37,No,Prepaid,1,10,Data-Only Plan,Morning,219,9,Credit Card,Late by >5 Days,18.88084312376498,901,9,High,9,Low
CUST_00084,48,Female,Professional,$50K–$100K,4,Single,Masters,West,884.4996854847811,9247.487807023637,119.42715334603413,55.53617104921862,46,No,Postpaid,1,2,Data-Only Plan,Morning,316,5,Net Banking,Late by >5 Days,488.7944840490761,173,4,Low,9,Medium
CUST_00085,31,Female,Student,<$50K,1,Single,Bachelors,East,742.7155400935712,9169.290791404273,89.47782969449321,46.33831766904239,26,Yes,Corporate Plan,0,3,Voice-Data Plan,Night,305,8,Net Banking,On Time,230.96489843137903,139,5,Moderate,3,Medium
CUST_00086,26,Male,Unemployed,<$50K,2,Single,Bachelors,North,738.1043489475302,16112.997055408665,164.56873050761325,18.507782431603875,4,No,Corporate Plan,0,2,Voice-Data Plan,Evening,245,3,Credit Card,Late by >5 Days,195.96095585103123,256,7,High,2,Medium
CUST_00087,23,Male,Professional,$50K–$100K,2,Divorced,Masters,South,166.40091604928756,1087.5958862373725,110.74958251420207,52.563100491253486,39,Yes,Prepaid,1,6,Voice Plan,Evening,349,2,Net Banking,Late by <5 Days,257.55032497734084,40,6,Moderate,1,Medium
CUST_00088,57,Male,Professional,<$50K,5,Single,Bachelors,South,421.2601001974725,19757.0929788423,44.95587555529864,11.410351921853495,1,No,Postpaid,0,6,Data-Only Plan,Morning,233,7,Credit Card,On Time,245.93602405530635,672,7,Moderate,1,Medium
CUST_00089,64,Male,Professional,<$50K,5,Divorced,High School,South,350.9505859195758,14579.736175261034,62.86737703850201,33.137314886372145,12,No,Corporate Plan,3,6,Data-Only Plan,Afternoon,243,9,Debit Card,Late by >5 Days,250.37223048247137,235,5,Low,5,Medium
CUST_00090,34,Female,Student,$50K–$100K,1,Married,PhD,South,661.0632047788591,16601.44172513661,199.71793632338262,47.26536858143344,32,No,Corporate Plan,4,2,Data-Only Plan,Morning,347,0,Debit Card,Late by <5 Days,322.1874560291594,611,9,High,6,High
CUST_00091,34,Female,Retired,<$50K,1,Divorced,High School,North,988.4934492953017,19591.434398500478,120.37080527485135,37.405213535052994,9,No,Family Plan,2,9,Voice Plan,Morning,295,3,Credit Card,On Time,487.9298434804047,382,3,Low,4,High
CUST_00092,52,Male,Retired,$50K–$100K,5,Married,Bachelors,South,171.56547457887888,7847.19694039369,117.72549370299886,26.242487892300904,45,Yes,Family Plan,3,6,Voice Plan,Morning,63,5,Net Banking,Late by <5 Days,2.461318349608277,308,2,High,8,Medium
CUST_00093,21,Male,Professional,>$100K,5,Single,Masters,East,455.4854414892959,4238.198350233537,146.8110075838994,14.311303690361502,4,Yes,Postpaid,0,5,Voice-Data Plan,Morning,94,9,Net Banking,Late by <5 Days,219.27953002813,902,7,Low,9,High
CUST_00094,42,Male,Unemployed,>$100K,2,Married,PhD,North,281.4294476844892,18747.17994077776,194.97350670719354,9.24146182955491,47,No,Family Plan,1,4,Voice Plan,Evening,82,2,UPI,Late by <5 Days,485.59864886108585,335,9,Moderate,6,Medium
CUST_00095,42,Male,Professional,$50K–$100K,5,Divorced,Bachelors,South,369.10126999986727,2382.8262055914597,122.29762633207277,46.48836095200495,48,Yes,Postpaid,3,3,Voice-Data Plan,Night,60,9,Debit Card,On Time,121.13195511844471,526,3,High,1,High
CUST_00096,47,Male,Retired,$50K–$100K,2,Married,High School,North,92.82584500276513,7686.6403563890335,77.31369454915287,13.375949954605808,11,No,Family Plan,0,10,Voice-Data Plan,Afternoon,104,1,UPI,Late by <5 Days,94.25510592640363,686,7,Low,0,High
CUST_00097,54,Female,Student,$50K–$100K,2,Divorced,Bachelors,North,809.5505386460612,10982.195704001031,64.68420409119236,17.738955389775665,14,No,Family Plan,2,10,Voice Plan,Morning,314,1,Debit Card,Late by >5 Days,71.73567606661175,33,0,Low,6,High
CUST_00098,18,Male,Student,<$50K,4,Divorced,Masters,East,524.8160464518232,9938.636958722811,191.00551352567715,14.656138245231427,41,No,Postpaid,3,4,Voice Plan,Afternoon,246,1,UPI,On Time,31.73511510065241,628,4,High,9,High
CUST_00099,46,Male,Retired,$50K–$100K,2,Single,Bachelors,South,302.49649903713754,3367.5452530097123,160.21244503717625,46.30809748885549,35,Yes,Corporate Plan,0,9,Data-Only Plan,Evening,103,7,Debit Card,Late by >5 Days,12.494912352444265,563,9,Moderate,0,High
CUST_00100,18,Male,Retired,<$50K,2,Single,High School,East,238.14379615125176,13141.05762368435,96.13442840846028,26.971194594054413,42,Yes,Postpaid,0,8,Voice-Data Plan,Night,280,0,Credit Card,On Time,477.9766058978703,923,4,High,1,Medium
CUST_00101,25,Female,Unemployed,$50K–$100K,3,Single,PhD,West,269.42984085048704,6310.584056909275,55.13850439270655,48.427454421037496,20,No,Corporate Plan,1,3,Voice-Data Plan,Night,13,1,Net Banking,Late by <5 Days,32.859254337602,942,6,Low,8,Low
CUST_00102,47,Female,Professional,<$50K,2,Single,Masters,West,922.7730803642655,15514.9204904436,151.89265317756778,44.46500318850282,28,Yes,Family Plan,0,6,Voice Plan,Afternoon,318,2,Net Banking,On Time,399.1268336236254,254,6,High,7,Medium
